1000 9.491914 1.338724 
2000 8.983085 1.677943 
3000 8.566321 1.955786 
4000 8.200346 2.199770 
5000 7.856439 2.429041 
6000 7.538271 2.641152 
7000 7.256718 2.828854 
8000 7.016443 2.989038 
9000 6.811366 3.125756 
10000 6.537964 3.308024 
11000 6.364866 3.423422 
12000 6.204941 3.530039 
13000 6.042332 3.638445 
14000 5.922477 3.718349 
15000 5.754736 3.830176 
16000 5.630603 3.912931 
17000 5.540571 3.972953 
18000 5.453318 4.031122 
19000 5.368121 4.087919 
20000 5.341160 4.105893 
21000 5.255950 4.162700 
22000 5.159922 4.226718 
23000 5.123693 4.250871 
24000 5.108574 4.260951 
25000 5.060468 4.293021 
26000 5.024811 4.316793 
27000 5.006183 4.329212 
28000 4.980938 4.346041 
29000 4.958545 4.360970 
30000 4.933590 4.377607 
31000 4.868079 4.421281 
32000 4.819955 4.453363 
33000 4.807931 4.461380 
34000 4.759748 4.493502 
35000 4.745307 4.503129 
36000 4.750903 4.499398 
37000 4.738781 4.507479 
38000 4.686569 4.542287 
39000 4.640719 4.572854 
40000 4.615785 4.589477 
41000 4.582654 4.611564 
42000 4.575361 4.616426 
43000 4.562443 4.625038 
44000 4.541774 4.638818 
45000 4.578329 4.614447 
46000 4.564619 4.623587 
47000 4.534393 4.643738 
48000 4.546028 4.635981 
49000 4.546473 4.635685 
50000 4.586621 4.608920 
51000 4.554612 4.630259 
52000 4.545974 4.636017 
53000 4.566373 4.622418 
54000 4.596664 4.602224 
55000 4.603108 4.597928 
56000 4.608640 4.594240 
57000 4.575680 4.616214 
58000 4.594242 4.603839 
59000 4.606727 4.595515 
60000 4.581124 4.612584 
61000 4.551808 4.632128 
62000 4.543549 4.637634 
63000 4.590456 4.606363 
64000 4.599209 4.600527 
65000 4.583058 4.611295 
66000 4.605350 4.596434 
67000 4.608330 4.594447 
68000 4.634078 4.577281 
69000 4.638376 4.574416 
70000 4.643121 4.571253 
71000 4.627874 4.581417 
72000 4.613004 4.591331 
73000 4.611022 4.592652 
74000 4.621475 4.585683 
75000 4.624148 4.583901 
76000 4.628332 4.581112 
77000 4.648382 4.567745 
78000 4.652217 4.565189 
79000 4.607614 4.594924 
80000 4.624293 4.583805 
81000 4.623551 4.584300 
82000 4.633450 4.577700 
83000 4.619455 4.587030 
84000 4.614015 4.590657 
85000 4.598683 4.600878 
86000 4.565687 4.622875 
87000 4.553324 4.631117 
88000 4.570977 4.619349 
89000 4.565306 4.623130 
90000 4.563999 4.624001 
91000 4.582686 4.611543 
92000 4.597317 4.601789 
93000 4.585410 4.609727 
94000 4.613933 4.590711 
95000 4.635440 4.576373 
96000 4.654516 4.563656 
97000 4.669371 4.553753 
98000 4.686863 4.542091 
99000 4.632923 4.578051 
100000 4.647232 4.568512 
