1000 9.493688 1.337541 
2000 9.021642 1.652239 
3000 8.611968 1.925355 
4000 8.212291 2.191806 
5000 7.902866 2.398089 
6000 7.622888 2.584741 
7000 7.323904 2.784064 
8000 7.070523 2.952985 
9000 6.833481 3.111013 
10000 6.635835 3.242777 
11000 6.423257 3.384496 
12000 6.260784 3.492810 
13000 6.130078 3.579948 
14000 5.996652 3.668899 
15000 5.873724 3.750851 
16000 5.763509 3.824327 
17000 5.648074 3.901284 
18000 5.519583 3.986944 
19000 5.480273 4.013152 
20000 5.342803 4.104798 
21000 5.248776 4.167483 
22000 5.168772 4.220819 
23000 5.116987 4.255342 
24000 5.106988 4.262008 
25000 5.042880 4.304747 
26000 4.992240 4.338507 
27000 4.956015 4.362657 
28000 4.882171 4.411886 
29000 4.838253 4.441164 
30000 4.816084 4.455944 
31000 4.821407 4.452395 
32000 4.814563 4.456958 
33000 4.771652 4.485566 
34000 4.784893 4.476738 
35000 4.787405 4.475063 
36000 4.790664 4.472890 
37000 4.783089 4.477940 
38000 4.742541 4.504973 
39000 4.728681 4.514213 
40000 4.698070 4.534620 
41000 4.685551 4.542966 
42000 4.660293 4.559805 
43000 4.671646 4.552236 
44000 4.634016 4.577323 
45000 4.616266 4.589156 
46000 4.673201 4.551199 
47000 4.706060 4.529293 
48000 4.690110 4.539926 
49000 4.695288 4.536475 
50000 4.672218 4.551855 
51000 4.650464 4.566357 
52000 4.645365 4.569757 
53000 4.669678 4.553548 
54000 4.700929 4.532714 
55000 4.686078 4.542615 
56000 4.677764 4.548157 
57000 4.677665 4.548224 
58000 4.628729 4.580847 
59000 4.593453 4.604365 
60000 4.580103 4.613265 
61000 4.627408 4.581728 
62000 4.634554 4.576964 
63000 4.636131 4.575913 
64000 4.650301 4.566466 
65000 4.663726 4.557516 
66000 4.638541 4.574306 
67000 4.614413 4.590392 
68000 4.618007 4.587996 
69000 4.648736 4.567509 
70000 4.670734 4.552844 
71000 4.652909 4.564728 
72000 4.631752 4.578832 
73000 4.636654 4.575564 
74000 4.607168 4.595221 
75000 4.605213 4.596525 
76000 4.606853 4.595431 
77000 4.604232 4.597179 
78000 4.609298 4.593802 
79000 4.619175 4.587217 
80000 4.605478 4.596348 
81000 4.598214 4.601190 
82000 4.601101 4.599266 
83000 4.619715 4.586857 
84000 4.639218 4.573855 
85000 4.599140 4.600573 
86000 4.599694 4.600204 
87000 4.604000 4.597333 
88000 4.628244 4.581171 
89000 4.624076 4.583949 
90000 4.597783 4.601478 
91000 4.595340 4.603106 
92000 4.618470 4.587686 
93000 4.617956 4.588030 
94000 4.625471 4.583020 
95000 4.641732 4.572179 
96000 4.650229 4.566514 
97000 4.639460 4.573693 
98000 4.633308 4.577795 
99000 4.626620 4.582253 
100000 4.621067 4.585955 
