0.050000 2.241500e-01 0.011180 1.020989e-01
0.150000 2.220900e-01 0.033541 3.054916e-01
0.250000 2.211000e-01 0.055902 4.975698e-01
0.350000 2.194300e-01 0.078262 6.933152e-01
0.450000 2.137900e-01 0.100623 8.869587e-01
0.550000 2.128700e-01 0.122984 1.087445e+00
0.650000 2.118000e-01 0.145344 1.254568e+00
0.750000 2.099600e-01 0.167705 1.423034e+00
0.850000 2.039900e-01 0.190066 1.598431e+00
0.950000 2.053100e-01 0.212426 1.741539e+00
1.050000 2.009000e-01 0.234787 1.864970e+00
1.150000 1.958900e-01 0.257148 2.006066e+00
1.250000 1.977800e-01 0.279508 2.106376e+00
1.350000 1.937900e-01 0.301869 2.190273e+00
1.450000 1.916900e-01 0.324230 2.276094e+00
1.550000 1.902600e-01 0.346591 8.417902e+00
1.650000 1.848400e-01 0.368951 2.303374e+00
1.750000 1.832500e-01 0.391312 2.190586e+00
1.850000 1.809000e-01 0.413673 2.081869e+00
1.950000 1.785800e-01 0.436033 1.950969e+00
2.050000 1.769000e-01 0.458394 1.805535e+00
2.150000 1.737900e-01 0.480755 1.649860e+00
2.250000 1.736800e-01 0.503115 1.182477e+00
2.350000 1.681800e-01 0.525476 8.373180e-01
2.450000 1.679200e-01 0.547837 6.452845e-01
2.550000 1.522870e+00 0.570197 5.089291e-01
2.650000 1.599700e-01 0.592558 3.638083e-01
2.750000 1.556800e-01 0.614919 2.507974e-01
2.850000 1.504500e-01 0.637279 1.703884e-01
2.950000 1.453600e-01 0.659640 1.156047e-01
3.050000 1.423200e-01 0.682001 7.969346e-02
3.150000 1.344000e-01 0.704361 5.053514e-02
3.250000 1.323600e-01 0.726722 3.461433e-02
3.350000 1.299500e-01 0.749083 1.900658e-02
3.450000 1.236700e-01 0.771443 1.189588e-02
3.550000 1.210400e-01 0.793804 7.513188e-03
3.650000 1.174700e-01 0.816165 3.846037e-03
3.750000 1.139400e-01 0.838525 2.459675e-03
3.850000 1.104500e-01 0.860886 1.431084e-03
3.950000 1.059700e-01 0.883247 7.155418e-04
4.050000 1.024200e-01 0.905608 3.130495e-04
4.150000 9.965000e-02 0.927968 1.341641e-04
4.250000 9.846000e-02 0.950329 1.341641e-04
4.350000 9.405000e-02 0.972690 8.944272e-05
4.450000 9.118000e-02 0.995050 4.472136e-05
4.550000 8.868000e-02 1.017411 0.000000e+00
4.650000 8.441000e-02 1.039772 0.000000e+00
4.750000 8.212000e-02 1.062132 0.000000e+00
4.850000 7.842000e-02 1.084493 0.000000e+00
4.950000 7.702000e-02 1.106854 0.000000e+00
5.050000 5.073000e-02 1.129214 0.000000e+00
5.150000 4.836000e-02 1.151575 0.000000e+00
5.250000 4.606000e-02 1.173936 0.000000e+00
5.350000 4.370000e-02 1.196296 0.000000e+00
5.450000 4.084000e-02 1.218657 0.000000e+00
5.550000 3.823000e-02 1.241018 0.000000e+00
5.650000 3.844000e-02 1.263378 0.000000e+00
5.750000 3.487000e-02 1.285739 0.000000e+00
5.850000 3.187000e-02 1.308100 0.000000e+00
5.950000 3.106000e-02 1.330460 0.000000e+00
6.050000 2.798000e-02 1.352821 0.000000e+00
6.150000 2.701000e-02 1.375182 0.000000e+00
6.250000 2.587000e-02 1.397542 0.000000e+00
6.350000 2.473000e-02 1.419903 0.000000e+00
6.450000 2.375000e-02 1.442264 0.000000e+00
6.550000 2.169000e-02 1.464625 0.000000e+00
6.650000 1.974000e-02 1.486985 0.000000e+00
6.750000 1.860000e-02 1.509346 0.000000e+00
6.850000 1.706000e-02 1.531707 0.000000e+00
6.950000 1.656000e-02 1.554067 0.000000e+00
7.050000 1.512000e-02 1.576428 0.000000e+00
7.150000 1.349000e-02 1.598789 0.000000e+00
7.250000 1.293000e-02 1.621149 0.000000e+00
7.350000 1.136000e-02 1.643510 0.000000e+00
7.450000 1.112000e-02 1.665871 0.000000e+00
7.550000 1.046000e-02 1.688231 0.000000e+00
7.650000 9.090000e-03 1.710592 0.000000e+00
7.750000 9.190000e-03 1.732953 0.000000e+00
7.850000 8.030000e-03 1.755313 0.000000e+00
7.950000 7.530000e-03 1.777674 0.000000e+00
8.050000 6.990000e-03 1.800035 0.000000e+00
8.150000 6.660000e-03 1.822395 0.000000e+00
8.250000 6.370000e-03 1.844756 0.000000e+00
8.350000 5.450000e-03 1.867117 0.000000e+00
8.450000 4.990000e-03 1.889477 0.000000e+00
8.550000 4.960000e-03 1.911838 0.000000e+00
8.650000 4.470000e-03 1.934199 0.000000e+00
8.750000 4.070000e-03 1.956559 0.000000e+00
8.850000 4.320000e-03 1.978920 0.000000e+00
8.950000 3.600000e-03 2.001281 0.000000e+00
9.050000 3.470000e-03 2.023642 0.000000e+00
9.150000 3.230000e-03 2.046002 0.000000e+00
9.250000 2.960000e-03 2.068363 0.000000e+00
9.350000 2.720000e-03 2.090724 0.000000e+00
9.450000 2.750000e-03 2.113084 0.000000e+00
9.550000 2.430000e-03 2.135445 0.000000e+00
9.650000 2.230000e-03 2.157806 0.000000e+00
9.750000 2.030000e-03 2.180166 0.000000e+00
9.850000 1.910000e-03 2.202527 0.000000e+00
9.950000 1.730000e-03 2.224888 0.000000e+00
10.050000 1.510000e-03 2.247248 0.000000e+00
10.150000 1.680000e-03 2.269609 0.000000e+00
10.250000 1.390000e-03 2.291970 0.000000e+00
10.350000 1.490000e-03 2.314330 0.000000e+00
